rgn_id,product,year,tonnes
2,fish_oil,2009,46.575
2,fish_oil,2010,92.325
2,fish_oil,2011,88.05
2,ornamentals,1976,164
2,ornamentals,1977,190.5
2,ornamentals,1978,242.333333333333
2,ornamentals,1979,249.25
2,ornamentals,1980,262.5
2,ornamentals,1981,259.5
2,ornamentals,1982,209.5
2,ornamentals,1983,165.5
2,ornamentals,1984,131.25
2,ornamentals,1985,143.25
2,ornamentals,1986,204
2,ornamentals,1987,241.5
2,ornamentals,1988,290.75
2,ornamentals,1989,294
2,ornamentals,1990,252.25
2,ornamentals,1991,449.75
2,ornamentals,1992,415.25
2,ornamentals,1993,392.25
2,ornamentals,1994,368.5
2,ornamentals,1995,143.75
2,ornamentals,1996,149.25
2,ornamentals,1997,135.75
2,ornamentals,1998,135.25
2,ornamentals,1999,144
2,ornamentals,2000,139
2,ornamentals,2001,139.25
2,ornamentals,2002,149.5
2,ornamentals,2003,148.5
2,ornamentals,2004,166.5
2,ornamentals,2005,196
2,ornamentals,2006,228
2,ornamentals,2007,322
2,ornamentals,2008,349
2,ornamentals,2009,402.25
2,ornamentals,2010,420.75
2,ornamentals,2011,425
2,seaweeds,1998,0.1
2,seaweeds,1999,0.1
2,seaweeds,2000,0.1
2,seaweeds,2001,0.1
2,seaweeds,2002,0.1
2,seaweeds,2003,0.1
2,seaweeds,2004,0.1
2,seaweeds,2005,0.325
2,seaweeds,2006,0.325
2,seaweeds,2007,0.3
2,seaweeds,2008,0.275
2,seaweeds,2009,0.05
2,seaweeds,2010,0.05
2,seaweeds,2011,0.05
2,sponges,2007,19
2,sponges,2008,45.5
2,sponges,2009,32.3333333333333
2,sponges,2010,27.5
2,sponges,2011,28.25
3,corals,1995,1
3,corals,1996,1
3,corals,1997,1.33333333333333
3,corals,1998,1.25
3,corals,1999,1.25
3,corals,2000,1.025
3,corals,2001,0.775
3,corals,2002,0.55
3,corals,2003,3.3
3,corals,2004,4.025
3,corals,2005,6.025
3,corals,2006,6.025
3,corals,2007,3.05
3,corals,2008,2.3
3,corals,2009,0.075
3,corals,2010,0.05
3,corals,2011,0.025
3,fish_oil,1981,1
3,fish_oil,1982,0.5
3,fish_oil,1983,0.333333333333333
3,fish_oil,1984,0.25
3,fish_oil,1985,0
3,fish_oil,1986,0
3,fish_oil,1987,0
3,fish_oil,1988,0
3,fish_oil,1989,0
3,fish_oil,1990,0
3,fish_oil,1991,0
3,fish_oil,1992,0.75
3,fish_oil,1993,4
3,fish_oil,1994,4.5
3,fish_oil,1995,4.775
3,fish_oil,1996,4.8
3,fish_oil,1997,6.325
3,fish_oil,1998,14.575
3,fish_oil,1999,14.35
3,fish_oil,2000,13.85
3,fish_oil,2001,10.1
3,fish_oil,2002,2.1
3,fish_oil,2003,2.575
3,fish_oil,2004,3.3
3,fish_oil,2005,3.775
3,fish_oil,2006,4.775
3,fish_oil,2007,9.275
3,fish_oil,2008,16.05
3,fish_oil,2009,46.575
3,fish_oil,2010,92.325
3,fish_oil,2011,88.05
3,ornamentals,1976,164
3,ornamentals,1977,190.5
3,ornamentals,1978,242.333333333333
3,ornamentals,1979,249.25
3,ornamentals,1980,262.5
3,ornamentals,1981,259.5
3,ornamentals,1982,209.5
3,ornamentals,1983,165.5
3,ornamentals,1984,131.25
3,ornamentals,1985,143.25
3,ornamentals,1986,204
3,ornamentals,1987,241.5
3,ornamentals,1988,290.75
3,ornamentals,1989,294
3,ornamentals,1990,252.25
3,ornamentals,1991,449.75
3,ornamentals,1992,415.25
3,ornamentals,1993,392.25
3,ornamentals,1994,368.5
3,ornamentals,1995,143.75
3,ornamentals,1996,149.25
3,ornamentals,1997,135.75
3,ornamentals,1998,135.25
3,ornamentals,1999,144
3,ornamentals,2000,139
3,ornamentals,2001,139.25
3,ornamentals,2002,149.5
3,ornamentals,2003,148.5
3,ornamentals,2004,166.5
3,ornamentals,2005,196
3,ornamentals,2006,228
3,ornamentals,2007,322
3,ornamentals,2008,349
3,ornamentals,2009,402.25
3,ornamentals,2010,420.75
3,ornamentals,2011,425
3,seaweeds,1998,0.1
3,seaweeds,1999,0.1
3,seaweeds,2000,0.1
3,seaweeds,2001,0.1
3,seaweeds,2002,0.1
3,seaweeds,2003,0.1
3,seaweeds,2004,0.1
3,seaweeds,2005,0.325
3,seaweeds,2006,0.325
3,seaweeds,2007,0.3
3,seaweeds,2008,0.275
3,seaweeds,2009,0.05
3,seaweeds,2010,0.05
3,seaweeds,2011,0.05
3,sponges,2007,19
3,sponges,2008,45.5
3,sponges,2009,32.3333333333333
3,sponges,2010,27.5
3,sponges,2011,28.25
